id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
915198910,cursor-free-vip,yeongpin/cursor-free-vip,yeongpin,[Support 0.49.x]（Reset Cursor AI MachineID & Bypass Higher Token Limit） Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,Python,34693,4262,34693,559,2025-01-11T08:14:22Z,2025-08-22T05:05:35Z,2025-06-18T02:18:31Z,12461,Other,https://github.com/yeongpin/cursor-free-vip,https://github.com/yeongpin/cursor-free-vip.git,"automation, cursor, cursor-ai, cursor-ide, cursorai, cursors, free, freetrial, pro"
608555244,TaskMatrix,chenfei-wu/TaskMatrix,chenfei-wu,,Python,34414,3279,34414,256,2023-03-02T09:04:28Z,2025-08-21T03:17:55Z,2024-01-06T02:41:20Z,41169,Other,https://github.com/chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix.git,
6007295,jieba,fxsjy/jieba,fxsjy,结巴中文分词,Python,34338,6734,34338,690,2012-09-29T07:52:01Z,2025-08-22T01:47:54Z,2024-08-21T09:23:45Z,56033,MIT License,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba.git,
571613891,supervision,roboflow/supervision,roboflow,We write your reusable computer vision tools. 💜,Python,34294,2770,34294,129,2022-11-28T14:08:44Z,2025-08-22T05:01:56Z,2025-08-18T17:34:15Z,2627223,MIT License,https://github.com/roboflow/supervision,https://github.com/roboflow/supervision.git,"classification, coco, computer-vision, deep-learning, hacktoberfest, image-processing, instance-segmentation, low-code, machine-learning, metrics, object-detection, oriented-bounding-box, pascal-voc, python, pytorch, tensorflow, tracking, video-processing, yolo"
265122478,manim,ManimCommunity/manim,ManimCommunity,A community-maintained Python framework for creating mathematical animations. ,Python,34158,2403,34158,450,2020-05-19T02:37:13Z,2025-08-22T04:29:26Z,2025-08-21T20:59:47Z,44756,MIT License,https://github.com/ManimCommunity/manim,https://github.com/ManimCommunity/manim.git,"animations, hacktoberfest, manim, math, python"
725089041,OpenVoice,myshell-ai/OpenVoice,myshell-ai,Instant voice cloning by MIT and MyShell. Audio foundation model.,Python,34112,3696,34112,269,2023-11-29T12:17:01Z,2025-08-22T04:23:01Z,2025-04-19T16:00:00Z,3944,MIT License,https://github.com/myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice.git,"text-to-speech, tts, voice-clone, zero-shot-tts"
91573538,12306,testerSunshine/12306,testerSunshine,12306智能刷票，订票,Python,34047,9741,34047,281,2017-05-17T12:23:40Z,2025-08-21T14:49:14Z,2023-04-02T03:19:43Z,58570,MIT License,https://github.com/testerSunshine/12306,https://github.com/testerSunshine/12306.git,
123303402,poetry,python-poetry/poetry,python-poetry,Python packaging and dependency management made easy,Python,33871,2373,33871,579,2018-02-28T15:23:47Z,2025-08-22T04:26:39Z,2025-08-19T17:54:40Z,23607,MIT License,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry.git,"dependency-manager, package-manager, packaging, poetry, python"
2881789,Python,geekcomputers/Python,geekcomputers,My Python Examples,Python,33771,12701,33771,440,2011-11-30T09:04:08Z,2025-08-22T01:40:39Z,2025-08-20T01:34:50Z,44069,MIT License,https://github.com/geekcomputers/Python,https://github.com/geekcomputers/Python.git,
4086616,shadowsocks,shadowsocks/shadowsocks,shadowsocks,,Python,33647,18409,33647,450,2012-04-20T13:10:49Z,2025-08-21T03:53:15Z,2024-04-01T09:07:32Z,891,,https://github.com/shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks.git,
679237742,gpt-pilot,Pythagora-io/gpt-pilot,Pythagora-io,The first real AI developer,Python,33312,3411,33312,244,2023-08-16T11:56:07Z,2025-08-22T03:58:44Z,2025-03-04T06:26:32Z,47313,Other,https://github.com/Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot.git,"ai, codegen, coding-assistant, developer-tools, gpt-4, research-project"
29290473,XX-Net,XX-net/XX-Net,XX-net,A proxy tool to bypass GFW.,Python,33305,7627,33305,7918,2015-01-15T09:35:51Z,2025-08-21T09:45:57Z,2025-04-08T22:17:05Z,60574,,https://github.com/XX-net/XX-Net,https://github.com/XX-net/XX-Net.git,"gfw, goagent, proxy, uncensored, vpn"
154739597,jax,jax-ml/jax,jax-ml,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",Python,33234,3136,33234,2245,2018-10-25T21:25:02Z,2025-08-22T02:55:54Z,2025-08-22T04:14:19Z,132057,Apache License 2.0,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax.git,jax
595893961,ControlNet,lllyasviel/ControlNet,lllyasviel,Let us control diffusion models!,Python,32926,2947,32926,454,2023-02-01T02:43:30Z,2025-08-22T04:23:40Z,2024-02-25T09:49:39Z,125281,Apache License 2.0,https://github.com/lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet.git,
206660580,detectron2,facebookresearch/detectron2,facebookresearch,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",Python,32623,7770,32623,576,2019-09-05T21:30:20Z,2025-08-22T04:27:35Z,2025-08-13T17:43:25Z,6513,Apache License 2.0,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2.git,
26516210,certbot,certbot/certbot,certbot,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.,Python,32404,3440,32404,174,2014-11-12T02:52:20Z,2025-08-22T02:24:52Z,2025-08-21T18:33:59Z,64437,Other,https://github.com/certbot/certbot,https://github.com/certbot/certbot.git,"acme, acme-client, certbot, certificate, letsencrypt, python"
21467110,spaCy,explosion/spaCy,explosion,💫 Industrial-strength Natural Language Processing (NLP) in Python,Python,32216,4563,32216,198,2014-07-03T15:15:40Z,2025-08-22T03:39:25Z,2025-05-28T15:28:05Z,203297,MIT License,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy.git,"ai, artificial-intelligence, cython, data-science, deep-learning, entity-linking, machine-learning, named-entity-recognition, natural-language-processing, neural-network, neural-networks, nlp, nlp-library, python, spacy, text-classification, tokenization"
387326890,Real-ESRGAN,xinntao/Real-ESRGAN,xinntao,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.,Python,32205,4018,32205,604,2021-07-19T03:23:30Z,2025-08-22T02:25:58Z,2024-08-06T13:15:18Z,5514,"BSD 3-Clause ""New"" or ""Revised"" License",https://github.com/xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN.git,"amine, denoise, esrgan, image-restoration, jpeg-compression, pytorch, real-esrgan, super-resolution"
488641606,agno,agno-agi/agno,agno-agi,"Open-source framework for building multi-agent systems with memory, knowledge and reasoning.",Python,32137,4086,32137,213,2022-05-04T15:23:02Z,2025-08-22T04:51:50Z,2025-08-21T23:25:03Z,225739,Mozilla Public License 2.0,https://github.com/agno-agi/agno,https://github.com/agno-agi/agno.git,"agents, agi, ai, developer-tools, framework, python"
571186647,pathway,pathwaycom/pathway,pathwaycom,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG.",Python,31896,913,31896,46,2022-11-27T13:01:14Z,2025-08-22T04:57:39Z,2025-08-22T03:36:27Z,137780,Other,https://github.com/pathwaycom/pathway,https://github.com/pathwaycom/pathway.git,"batch-processing, data-analytics, data-pipelines, data-processing, dataflow, etl, etl-framework, iot-analytics, kafka, machine-learning-algorithms, pathway, python, real-time, rust, stream-processing, streaming, time-series-analysis"
631567741,GPT_API_free,chatanywhere/GPT_API_free,chatanywhere,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。,Python,31827,2290,31827,28,2023-04-23T12:42:08Z,2025-08-22T03:22:18Z,2025-08-08T11:10:19Z,5575,MIT License,https://github.com/chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free.git,"api, chatgpt, claude, deepseek, gemini, gpt, grok"
31522041,vnpy,vnpy/vnpy,vnpy,基于Python的开源量化交易平台开发框架,Python,31744,9993,31744,23,2015-03-02T03:36:58Z,2025-08-22T04:38:53Z,2025-07-31T04:51:57Z,274296,MIT License,https://github.com/vnpy/vnpy,https://github.com/vnpy/vnpy.git,"algotrading, finance, fintech, investment, python, quant, trading, vnpy"
101782647,fairseq,facebookresearch/fairseq,facebookresearch,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,Python,31738,6591,31738,1342,2017-08-29T16:26:12Z,2025-08-22T04:40:54Z,2025-06-10T21:41:39Z,26077,MIT License,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq.git,"artificial-intelligence, python, pytorch"
84533158,pytorch-tutorial,yunjey/pytorch-tutorial,yunjey,PyTorch Tutorial for Deep Learning Researchers,Python,31637,8243,31637,89,2017-03-10T07:41:47Z,2025-08-21T21:24:16Z,2023-08-15T10:17:50Z,13110,MIT License,https://github.com/yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial.git,"deep-learning, neural-networks, pytorch, pytorch-tutorial"
619521008,Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,RVC-Project,Easily train a good VC model with voice data <= 10 mins!,Python,31597,4415,31597,642,2023-03-27T09:59:10Z,2025-08-22T04:20:13Z,2024-11-24T15:09:44Z,14585,MIT License,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI.git,"audio-analysis, change, conversational-ai, conversion, converter, retrieval-model, retrieve-data, rvc, so-vits-svc, sovits, vc, vits, voice, voice-conversion, voice-converter, voiceconversion"
520969009,Hello-Python,mouredev/Hello-Python,mouredev,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA...",Python,31597,2021,31597,22,2022-08-03T17:14:53Z,2025-08-22T03:27:00Z,2025-08-11T12:00:01Z,5715,Apache License 2.0,https://github.com/mouredev/Hello-Python,https://github.com/mouredev/Hello-Python.git,"backend, chatgpt, chatgpt-api, fastapi, frontend, gpt-3, gpt-4, mongodb, openai, openai-api, python, python3, reflex, tutorial"
145670234,mmdetection,open-mmlab/mmdetection,open-mmlab,OpenMMLab Detection Toolbox and Benchmark,Python,31595,9720,31595,1934,2018-08-22T07:06:06Z,2025-08-22T02:02:34Z,2024-08-21T02:01:07Z,64771,Apache License 2.0,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection.git,"cascade-rcnn, convnext, detr, fast-rcnn, faster-rcnn, glip, grounding-dino, instance-segmentation, mask-rcnn, object-detection, panoptic-segmentation, pytorch, retinanet, rtmdet, semisupervised-learning, ssd, swin-transformer, transformer, vision-transformer, yolo"
28751632,linux-insides,0xAX/linux-insides,0xAX,A little bit about a linux kernel,Python,30983,3424,30983,46,2015-01-03T18:44:57Z,2025-08-22T02:41:00Z,2025-08-09T20:57:17Z,21203,Other,https://github.com/0xAX/linux-insides,https://github.com/0xAX/linux-insides.git,"linux, linux-insides, linux-kernel"
15333471,OCRmyPDF,ocrmypdf/OCRmyPDF,ocrmypdf,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",Python,30894,2138,30894,137,2013-12-20T08:26:28Z,2025-08-22T04:51:46Z,2025-08-18T20:43:41Z,67166,Mozilla Public License 2.0,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF.git,"image-processing, ocr, pdf, python, tesseract"
458648791,paperless-ngx,paperless-ngx/paperless-ngx,paperless-ngx,"A community-supported supercharged document management system: scan, index and archive all your documents",Python,30794,1879,30794,11,2022-02-12T21:56:52Z,2025-08-22T04:54:08Z,2025-08-22T00:34:46Z,161647,GNU General Public License v3.0,https://github.com/paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx.git,"angular, archiving, django, dms, document-management, document-management-system, machine-learning, ocr, optical-character-recognition, pdf"
396569538,khoj,khoj-ai/khoj,khoj-ai,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",Python,30771,1778,30771,82,2021-08-16T01:48:44Z,2025-08-22T04:01:49Z,2025-08-21T03:23:29Z,116817,GNU Affero General Public License v3.0,https://github.com/khoj-ai/khoj,https://github.com/khoj-ai/khoj.git,"agent, ai, assistant, chat, chatgpt, emacs, image-generation, llama3, llamacpp, llm, obsidian, obsidian-md, offline-llm, productivity, rag, research, self-hosted, semantic-search, stt, whatsapp-ai"
34757182,interactive-coding-challenges,donnemartin/interactive-coding-challenges,donnemartin,120+ interactive Python coding interview challenges (algorithms and data structures).  Includes Anki flashcards.,Python,30682,4568,30682,76,2015-04-28T21:36:39Z,2025-08-21T19:01:44Z,2024-05-08T23:07:36Z,7768,Other,https://github.com/donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges.git,"algorithm, coding, competitive-programming, data-structure, development, interview, interview-practice, interview-questions, programming, python"
355959597,textual,Textualize/textual,Textualize,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,Python,30597,956,30597,238,2021-04-08T15:24:47Z,2025-08-22T05:07:39Z,2025-08-21T09:42:57Z,473088,MIT License,https://github.com/Textualize/textual,https://github.com/Textualize/textual.git,"cli, framework, python, rich, terminal, tui"
498011141,diffusers,huggingface/diffusers,huggingface,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX.",Python,30424,6245,30424,788,2022-05-30T16:04:02Z,2025-08-22T03:30:43Z,2025-08-22T05:06:32Z,77376,Apache License 2.0,https://github.com/huggingface/diffusers,https://github.com/huggingface/diffusers.git,"deep-learning, diffusion, flax, flux, hacktoberfest, image-generation, image2image, image2video, jax, latent-diffusion-models, pytorch, score-based-generative-modeling, stable-diffusion, stable-diffusion-diffusers, text2image, text2video, video2video"
819554665,exo,exo-explore/exo,exo-explore,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚,Python,30303,1957,30303,428,2024-06-24T18:36:22Z,2025-08-22T04:53:50Z,2025-03-21T22:23:32Z,12294,GNU General Public License v3.0,https://github.com/exo-explore/exo,https://github.com/exo-explore/exo.git,
36804486,tqdm,tqdm/tqdm,tqdm,":zap: A Fast, Extensible Progress Bar for Python and CLI",Python,30295,1399,30295,568,2015-06-03T13:13:14Z,2025-08-22T04:05:20Z,2025-05-22T12:10:29Z,6020,Other,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm.git,"cli, closember, console, discord, gui, jupyter, keras, meter, pandas, parallel, progress, progress-bar, progressbar, progressmeter, python, rate, telegram, terminal, time, utilities"
908607,numpy,numpy/numpy,numpy,The fundamental package for scientific computing with Python.,Python,30203,11239,30203,2346,2010-09-13T23:02:39Z,2025-08-22T03:36:41Z,2025-08-22T01:01:50Z,162553,Other,https://github.com/numpy/numpy,https://github.com/numpy/numpy.git,"numpy, python"
646480766,roop,s0md3v/roop,s0md3v,one-click face swap,Python,30144,6847,30144,13,2023-05-28T14:37:54Z,2025-08-21T22:39:53Z,2024-08-19T12:57:17Z,99770,GNU General Public License v3.0,https://github.com/s0md3v/roop,https://github.com/s0md3v/roop.git,"ai, face-swap"
162723104,CheatSheetSeries,OWASP/CheatSheetSeries,OWASP,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,Python,30127,4213,30127,57,2018-12-21T14:26:43Z,2025-08-22T00:46:38Z,2025-08-12T13:17:16Z,1917767,Creative Commons Attribution Share Alike 4.0 International,https://github.com/OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries.git,"application-security, appsec, best-practices, cheatsheets, code, owasp, security"
612427246,stanford_alpaca,tatsu-lab/stanford_alpaca,tatsu-lab,"Code and documentation to train Stanford's Alpaca models, and generate the data.",Python,30127,4043,30127,188,2023-03-10T23:33:09Z,2025-08-22T01:55:44Z,2024-07-17T09:43:05Z,8654,Apache License 2.0,https://github.com/tatsu-lab/stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca.git,"deep-learning, instruction-following, language-model"
178626720,pytorch-lightning,Lightning-AI/pytorch-lightning,Lightning-AI,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",Python,30011,3558,30011,989,2019-03-31T00:45:57Z,2025-08-22T02:21:02Z,2025-08-21T16:07:19Z,131253,Apache License 2.0,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning.git,"ai, artificial-intelligence, data-science, deep-learning, machine-learning, python, pytorch"
305144746,tinygrad,tinygrad/tinygrad,tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️ ,Python,29912,3582,29912,246,2020-10-18T16:23:12Z,2025-08-22T03:26:36Z,2025-08-22T03:06:19Z,86722,MIT License,https://github.com/tinygrad/tinygrad,https://github.com/tinygrad/tinygrad.git,
58842707,algo,trailofbits/algo,trailofbits,Set up a personal VPN in the cloud,Python,29675,2355,29675,87,2016-05-15T03:42:48Z,2025-08-22T04:55:31Z,2025-08-18T02:12:24Z,3590,GNU Affero General Public License v3.0,https://github.com/trailofbits/algo,https://github.com/trailofbits/algo.git,"ansible, encryption, ikev2, ipsec, security, ssh-tunnel, strongswan, vpn, vpn-client, vpn-server, wireguard"
2909429,glances,nicolargo/glances,nicolargo,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",Python,29598,1614,29598,134,2011-12-04T08:49:15Z,2025-08-22T05:01:36Z,2025-08-17T16:34:38Z,46480,Other,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances.git,"monitoring, multi-platform, python, restful, restful-api, system, terminal, web"
1431547,django-rest-framework,encode/django-rest-framework,encode,Web APIs for Django. 🎸,Python,29393,6995,29393,97,2011-03-02T17:13:56Z,2025-08-21T23:00:02Z,2025-08-21T03:35:51Z,56725,Other,https://github.com/encode/django-rest-framework,https://github.com/encode/django-rest-framework.git,"api, django, python, rest"
321659062,DeepFaceLive,iperov/DeepFaceLive,iperov,Real-time face swap for PC streaming or video calls,Python,29143,737,29143,1,2020-12-15T12:19:22Z,2025-08-21T23:30:47Z,2024-11-08T03:07:42Z,1540184,GNU General Public License v3.0,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive.git,"deepfake, faceswap, machine-learning, real-time, streaming, videocall, webcam"
772699441,llama3,meta-llama/llama3,meta-llama,The official Meta Llama 3 GitHub site,Python,28927,3452,28927,212,2024-03-15T17:57:00Z,2025-08-21T22:06:17Z,2025-01-26T21:39:06Z,569,Other,https://github.com/meta-llama/llama3,https://github.com/meta-llama/llama3.git,
4008931,hosts,StevenBlack/hosts,StevenBlack,"🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories.",Python,28722,2339,28722,119,2012-04-12T20:22:50Z,2025-08-22T04:46:03Z,2025-08-19T14:18:14Z,1559123,MIT License,https://github.com/StevenBlack/hosts,https://github.com/StevenBlack/hosts.git,"ad-blocker, anti-virus, curated-sources, gambling-filter, hosts, malware, porn-filter, pornblocker, privacy, protection, python, ransomware, security, social-media-filter, trojans, unified-hosts"
71056775,kitty,kovidgoyal/kitty,kovidgoyal,"Cross-platform, fast, feature-rich, GPU based terminal",Python,28634,1124,28634,22,2016-10-16T14:48:28Z,2025-08-22T03:18:02Z,2025-08-22T01:55:22Z,64487,GNU General Public License v3.0,https://github.com/kovidgoyal/kitty,https://github.com/kovidgoyal/kitty.git,"c, go, golang, golang-application, kitty, kitty-terminal, opengl, python, terminal, terminal-emulators, terminfo, vt100"
287463830,qlib,microsoft/qlib,microsoft,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",Python,28626,4423,28626,291,2020-08-14T06:46:00Z,2025-08-22T04:31:32Z,2025-08-19T09:46:10Z,17882,MIT License,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib.git,"algorithmic-trading, auto-quant, deep-learning, finance, fintech, investment, machine-learning, paper, platform, python, quant, quant-dataset, quant-models, quantitative-finance, quantitative-trading, research, research-paper, stock-data"
837911756,Jobs_Applier_AI_Agent_AIHawk,feder-cr/Jobs_Applier_AI_Agent_AIHawk,feder-cr,"AIHawk aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in a tailored way.",Python,28591,4321,28591,11,2024-08-04T12:15:06Z,2025-08-22T04:41:04Z,2025-05-28T13:24:12Z,152,GNU Affero General Public License v3.0,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk.git,"agent, application-resume, artificial-intelligence, automate, automation, bot, chatgpt, chrome, gpt, human-resources, job, jobs, jobsearch, jobseeker, opeai, python, resume, scraper, scraping, selenium"
235901813,posthog,PostHog/posthog,PostHog,"🦔 PostHog provides open-source web & product analytics, session recording, feature flagging and A/B testing that you can self-host. Get started - free.",Python,28536,1866,28536,2294,2020-01-23T22:46:58Z,2025-08-22T03:08:18Z,2025-08-22T04:59:13Z,3084407,Other,https://github.com/PostHog/posthog,https://github.com/PostHog/posthog.git,"ab-testing, ai-analytics, analytics, cdp, data-warehouse, experiments, feature-flags, javascript, product-analytics, python, react, session-replay, surveys, typescript, web-analytics"
29749635,data-science-ipython-notebooks,donnemartin/data-science-ipython-notebooks,donnemartin,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.",Python,28475,8015,28475,40,2015-01-23T19:38:29Z,2025-08-22T02:48:03Z,2024-03-20T13:52:34Z,49025,Other,https://github.com/donnemartin/data-science-ipython-notebooks,https://github.com/donnemartin/data-science-ipython-notebooks.git,"aws, big-data, caffe, data-science, deep-learning, hadoop, kaggle, keras, machine-learning, mapreduce, matplotlib, numpy, pandas, python, scikit-learn, scipy, spark, tensorflow, theano"
21484781,jumpserver,jumpserver/jumpserver,jumpserver,"JumpServer is an open-source Privileged Access Management (PAM) tool that provides DevOps and IT teams with on-demand and secure access to SSH, RDP, Kubernetes, Database and RemoteApp endpoints through a web browser.",Python,28435,5537,28435,33,2014-07-04T03:54:59Z,2025-08-22T02:45:57Z,2025-08-21T14:33:47Z,104546,GNU General Public License v3.0,https://github.com/jumpserver/jumpserver,https://github.com/jumpserver/jumpserver.git,"bastion-host, cyberark, django, jumpserver, pam, python, ssh-server, teleport, terminal"
307213173,openai-python,openai/openai-python,openai,The official Python library for the OpenAI API,Python,28431,4191,28431,136,2020-10-25T23:23:54Z,2025-08-22T05:00:24Z,2025-08-21T21:10:49Z,6051,Apache License 2.0,https://github.com/openai/openai-python,https://github.com/openai/openai-python.git,"openai, python"
712111618,marker,datalab-to/marker,datalab-to,Convert PDF to markdown + JSON quickly with high accuracy,Python,28087,1832,28087,301,2023-10-30T20:14:08Z,2025-08-22T04:12:19Z,2025-08-20T18:59:23Z,18951,GNU General Public License v3.0,https://github.com/datalab-to/marker,https://github.com/datalab-to/marker.git,
38696925,python-telegram-bot,python-telegram-bot/python-telegram-bot,python-telegram-bot,We have made you a wrapper you can't refuse,Python,28038,5810,28038,26,2015-07-07T15:30:39Z,2025-08-21T20:13:58Z,2025-08-19T18:31:23Z,18265,GNU General Public License v3.0,https://github.com/python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot.git,"bot, chatbot, framework, python, telegram"
573819845,ChatGPT,acheong08/ChatGPT,acheong08,Reverse engineered ChatGPT API,Python,28035,4472,28035,11,2022-12-03T14:35:24Z,2025-08-22T01:04:55Z,2023-08-02T06:02:10Z,1935,GNU General Public License v2.0,https://github.com/acheong08/ChatGPT,https://github.com/acheong08/ChatGPT.git,"chatgpt, cli, gpt-35-turbo, gptchat, library, pypi-package, revchatgpt"
1864233,erpnext,frappe/erpnext,frappe,Free and Open Source Enterprise Resource Planning (ERP),Python,27866,9126,27866,2325,2011-06-08T08:20:56Z,2025-08-22T03:37:36Z,2025-08-22T03:37:31Z,1446345,GNU General Public License v3.0,https://github.com/frappe/erpnext,https://github.com/frappe/erpnext.git,"accounting, asset-management, crm, distribution, erp, erpnext, frappe, healthcare, hrms, manufacturing, point-of-sale, procurement, project-management, python, retail, support"
82729529,python-fire,google/python-fire,google,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,Python,27843,1455,27843,148,2017-02-21T21:35:07Z,2025-08-22T04:02:50Z,2025-08-16T21:26:05Z,6308,Other,https://github.com/google/python-fire,https://github.com/google/python-fire.git,"cli, python"
671269505,litellm,BerriAI/litellm,BerriAI,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",Python,27745,3897,27745,1141,2023-07-27T00:09:52Z,2025-08-22T04:14:50Z,2025-08-22T03:41:49Z,504836,Other,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm.git,"ai-gateway, anthropic, azure-openai, bedrock, gateway, langchain, litellm, llm, llm-gateway, llmops, mcp-gateway, openai, openai-proxy, vertex-ai"
13926404,redash,getredash/redash,getredash,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",Python,27683,4512,27683,723,2013-10-28T13:19:39Z,2025-08-21T20:22:48Z,2025-08-21T15:42:36Z,29170,"BSD 2-Clause ""Simplified"" License",https://github.com/getredash/redash,https://github.com/getredash/redash.git,"analytics, athena, bi, bigquery, business-intelligence, dashboard, databricks, hacktoberfest, javascript, mysql, postgresql, python, redash, redshift, spark, spark-sql, visualization"
247266215,EasyOCR,JaidedAI/EasyOCR,JaidedAI,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",Python,27631,3443,27631,515,2020-03-14T11:46:39Z,2025-08-22T03:36:02Z,2024-09-24T11:24:36Z,161624,Apache License 2.0,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR.git,"cnn, crnn, data-mining, deep-learning, easyocr, image-processing, information-retrieval, lstm, machine-learning, ocr, optical-character-recognition, python, pytorch, scene-text, scene-text-recognition"
612139233,so-vits-svc,svc-develop-team/so-vits-svc,svc-develop-team,SoftVC VITS Singing Voice Conversion,Python,27543,5036,27543,28,2023-03-10T09:31:09Z,2025-08-22T02:30:01Z,2023-11-11T13:11:31Z,11145,GNU Affero General Public License v3.0,https://github.com/svc-develop-team/so-vits-svc,https://github.com/svc-develop-team/so-vits-svc.git,"ai, audio-analysis, deep-learning, flow, generative-adversarial-network, pytorch, singing-voice-conversion, so-vits-svc, sovits, speech, variational-inference, vc, vits, voice, voice-changer, voice-conversion, voiceconversion"
587050620,dspy,stanfordnlp/dspy,stanfordnlp,DSPy: The framework for programming—not prompting—language models,Python,27462,2139,27462,253,2023-01-09T21:01:51Z,2025-08-22T04:45:30Z,2025-08-22T02:44:31Z,176786,MIT License,https://github.com/stanfordnlp/dspy,https://github.com/stanfordnlp/dspy.git,
