id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
778431525,graphrag,microsoft/graphrag,microsoft,A modular graph-based Retrieval-Augmented Generation (RAG) system,Python,27406,2841,27406,161,2024-03-27T17:57:52Z,2025-08-22T02:55:34Z,2025-08-19T13:09:39Z,216019,MIT License,https://github.com/microsoft/graphrag,https://github.com/microsoft/graphrag.git,"gpt, gpt-4, gpt4, graphrag, llm, llms, rag"
80990461,ML-From-Scratch,eriklindernoren/ML-From-Scratch,eriklindernoren,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,Python,27378,4782,27378,60,2017-02-05T12:11:23Z,2025-08-22T04:31:32Z,2023-10-15T06:05:06Z,553,MIT License,https://github.com/eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch.git,"data-mining, data-science, deep-learning, deep-reinforcement-learning, genetic-algorithm, machine-learning, machine-learning-from-scratch"
48623558,wttr.in,chubin/wttr.in,chubin,:partly_sunny: The right way to check the weather,Python,27373,1164,27373,339,2015-12-26T21:03:43Z,2025-08-22T04:15:49Z,2025-08-20T18:29:32Z,3914,Apache License 2.0,https://github.com/chubin/wttr.in,https://github.com/chubin/wttr.in.git,"ascii-art, curl, terminal, weather, weather-api, weather-app, weather-information"
683892956,ChatDev,OpenBMB/ChatDev,OpenBMB,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration),Python,27318,3439,27318,46,2023-08-28T02:18:13Z,2025-08-22T04:22:43Z,2025-07-22T15:23:31Z,243300,Apache License 2.0,https://github.com/OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev.git,
211124697,spleeter,deezer/spleeter,deezer,Deezer source separation library including pretrained models.,Python,27271,2990,27271,271,2019-09-26T15:40:46Z,2025-08-21T17:57:03Z,2025-04-02T16:22:20Z,9630,MIT License,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter.git,"audio-processing, bass, deep-learning, deezer, drums, model, pretrained-models, python, tensorflow, vocals"
776854298,storm,stanford-oval/storm,stanford-oval,An LLM-powered knowledge curation system that researches a topic and generates a full-length report with citations.,Python,27172,2452,27172,87,2024-03-24T16:23:39Z,2025-08-22T02:03:45Z,2025-06-27T00:18:40Z,8080,MIT License,https://github.com/stanford-oval/storm,https://github.com/stanford-oval/storm.git,"agentic-rag, deep-research, emnlp2024, knowledge-curation, large-language-models, naacl, nlp, report-generation, retrieval-augmented-generation"
712225112,Genesis,Genesis-Embodied-AI/Genesis,Genesis-Embodied-AI,A generative world for general-purpose robotics & embodied AI learning.,Python,27092,2469,27092,147,2023-10-31T03:33:11Z,2025-08-22T04:56:06Z,2025-08-22T00:26:38Z,91570,Apache License 2.0,https://github.com/Genesis-Embodied-AI/Genesis,https://github.com/Genesis-Embodied-AI/Genesis.git,
196284711,cascadia-code,microsoft/cascadia-code,microsoft,"This is a fun, new monospaced font that includes programming ligatures and is designed to enhance the modern look and feel of the Windows Terminal.",Python,27080,830,27080,151,2019-07-10T22:50:20Z,2025-08-22T03:54:12Z,2025-03-06T03:26:32Z,28913,Other,https://github.com/microsoft/cascadia-code,https://github.com/microsoft/cascadia-code.git,
184460,celery,celery/celery,celery,Distributed Task Queue (development branch),Python,27062,4829,27062,762,2009-04-24T11:31:24Z,2025-08-22T02:20:50Z,2025-08-12T11:22:23Z,35865,Other,https://github.com/celery/celery,https://github.com/celery/celery.git,"amqp, python, python-library, python3, queue-tasks, queue-workers, queued-jobs, redis, redis-queue, sqs, sqs-queue, task-manager, task-runner, task-scheduler"
760231710,Open-Sora,hpcaitech/Open-Sora,hpcaitech,Open-Sora: Democratizing Efficient Video Production for All,Python,27053,2659,27053,4,2024-02-20T03:01:34Z,2025-08-22T03:35:43Z,2025-04-30T06:43:17Z,34340,Apache License 2.0,https://github.com/hpcaitech/Open-Sora,https://github.com/hpcaitech/Open-Sora.git,
